,Family_id,SuperFamily_id,Sequence,CL,CF,SF,FA
187,8064507,8064508,,1000003,2000014,3001159,4001253
188,8064509,8064510,,1000003,2000014,3001159,4001253
189,8064511,8064512,,1000003,2000014,3001159,4001253
190,8064513,8064514,,1000003,2000014,3001159,4001253
191,8064515,8064516,,1000003,2000014,3001159,4001253
192,8084338,8084339,,1000003,2000014,3001159,4001253
193,8096717,8096718,,1000003,2000014,3001159,4001253
194,8097203,8097204,,1000003,2000014,3001159,4001253
195,8100715,8100716,,1000003,2000014,3001159,4001253
196,8020308,8032688,,1000003,2000724,3001160,4003633
197,8031894,8044272,,1000003,2000724,3001160,4003633
198,8086949,8086950,,1000003,2000724,3001160,4003633
199,8045447,8090693,,1000003,2000724,3001160,4004474
200,8046567,8090694,,1000003,2000724,3001160,4005161
201,8090698,8090699,,1000003,2000724,3001160,4003633
202,8090700,8090701,,1000003,2000724,3001160,4007709
203,8045864,8091413,,1000003,2000724,3001160,4004729
204,8045864,8091414,,1000003,2000724,3001160,4004729
205,8047101,8091622,,1000000,2001473,3002528,4005449
206,8047102,8091626,,1000000,2001473,3002528,4005449
207,8020650,8033030,,1000001,2000737,3001161,4002376
208,8024432,8036811,,1000001,2000737,3001161,4002383
209,8026201,8038580,,1000001,2000737,3001161,4002376
210,8030159,8042538,,1000001,2000737,3001161,4002376
211,8082274,8082275,,1000001,2000737,3001161,4002376
212,8082276,8082277,,1000001,2000737,3001161,4002376
213,8082278,8082279,,1000001,2000737,3001161,4002376
214,8092909,8092910,,1000001,2000737,3001161,4002383
215,8092912,8092913,,1000001,2000737,3001161,4002383
216,8093519,8093520,,1000001,2000737,3001161,4002376
217,8093525,8093526,,1000001,2000737,3001161,4002376
218,8095558,8095559,,1000001,2000737,3001161,4002376
219,8096075,8096076,,1000001,2000737,3001161,4002376
220,8096331,8096332,,1000001,2000737,3001161,4002376
221,8097307,8097308,,1000001,2000737,3001161,4002376
222,8097461,8097462,,1000001,2000737,3001161,4002376
223,8099013,8099014,,1000001,2000737,3001161,4002376
224,8100113,8100114,,1000001,2000737,3001161,4002376
225,8045715,8091635,,1000000,2000962,3002529,4004636
226,8045716,8091636,,1000000,2000962,3002529,4004636
227,8020704,8033084,,1000000,2001119,3001162,4001254
228,8066213,8066214,,1000000,2001119,3001162,4001254
229,8045719,8091650,,1000003,2001474,3002531,4004639
230,8026137,8038516,,1000000,2000738,3001163,4001255
231,8026139,8038518,,1000000,2000738,3001163,4001255
232,8026140,8038519,,1000000,2000738,3001163,4001255
233,8053472,8053473,,1000000,2000738,3001163,4001255
234,8018872,8057912,,1000000,2000738,3001163,4001262
235,8018874,8057919,,1000000,2000738,3001163,4001262
236,8018882,8057921,,1000000,2000738,3001163,4001262
237,8018886,8057928,,1000000,2000738,3001163,4001262
238,8018905,8057939,,1000000,2000738,3001163,4001255
239,8079456,8079457,,1000000,2000738,3001163,4001255
240,8079458,8079459,,1000000,2000738,3001163,4001255
241,8079460,8079461,,1000000,2000738,3001163,4001255
242,8079462,8079463,,1000000,2000738,3001163,4001255
243,8079464,8079465,,1000000,2000738,3001163,4001255
244,8079466,8079467,,1000000,2000738,3001163,4001255
245,8079468,8079469,,1000000,2000738,3001163,4001255
246,8079470,8079471,,1000000,2000738,3001163,4001255
247,8079472,8079473,,1000000,2000738,3001163,4001255
248,8079474,8079475,,1000000,2000738,3001163,4001255
249,8084521,8084522,,1000000,2000738,3001163,4001255
250,8084523,8084524,,1000000,2000738,3001163,4001255
251,8084525,8084526,,1000000,2000738,3001163,4001255
252,8094842,8094843,,1000000,2000738,3001163,4001255
253,8045726,8091653,,1000003,2001475,3002532,4004642
254,8091652,8091654,,1000003,2001475,3002532,4004642
255,8020139,8032519,,1000003,2000739,3001164,4002385
256,8020278,8032658,,1000003,2000739,3001164,4002385
257,8022823,8035203,,1000003,2000739,3001164,4002385
258,8023659,8036039,,1000003,2000739,3001164,4002385
259,8024468,8036847,,1000003,2000739,3001164,4002385
260,8024589,8036968,,1000003,2000739,3001164,4002385
261,8024592,8036971,,1000003,2000739,3001164,4002385
262,8024593,8036972,,1000003,2000739,3001164,4002385
263,8024598,8036977,,1000003,2000739,3001164,4002385
264,8024601,8036980,,1000003,2000739,3001164,4002385
265,8024602,8036981,,1000003,2000739,3001164,4002385
266,8024603,8036982,,1000003,2000739,3001164,4002385
267,8024608,8036987,,1000003,2000739,3001164,4002385
268,8027917,8040296,,1000003,2000739,3001164,4002413
269,8027930,8040309,,1000003,2000739,3001164,4002385
270,8029396,8041775,,1000003,2000739,3001164,4002413
271,8029589,8041968,,1000003,2000739,3001164,4002385
272,8029894,8042273,,1000003,2000739,3001164,4002385
273,8032070,8044448,,1000003,2000739,3001164,4002385
274,8071055,8071056,,1000003,2000739,3001164,4002385
275,8071059,8071060,,1000003,2000739,3001164,4002385
276,8071061,8071062,,1000003,2000739,3001164,4002385
277,8071067,8071068,,1000003,2000739,3001164,4002385
278,8071081,8071082,,1000003,2000739,3001164,4002385
279,8073995,8073996,,1000003,2000739,3001164,4002413
280,8077768,8077769,,1000003,2000739,3001164,4002385
281,8093773,8093774,,1000003,2000739,3001164,4002385
282,8093803,8093804,,1000003,2000739,3001164,4002413
283,8097213,8097214,,1000003,2000739,3001164,4002413
284,8099971,8099972,,1000003,2000739,3001164,4002413
285,8102916,8102917,,1000003,2000739,3001164,4002413
286,8091666,8091667,,1000000,2000035,3002533,4007752
287,8091668,8091669,,1000000,2000035,3002533,4007752
288,8091670,8091671,,1000000,2000035,3002533,4007752
289,8021377,8033757,,1000003,2000014,3001165,4002632
290,8022185,8034565,,1000003,2000014,3001165,4002632
291,8022872,8035252,,1000003,2000014,3001165,4001256
292,8022878,8035258,,1000003,2000014,3001165,4001256
293,8023440,8035820,,1000003,2000014,3001165,4003656
294,8024362,8036741,,1000003,2000014,3001165,4002632
295,8024831,8037210,,1000003,2000014,3001165,4000638
296,8024842,8037221,,1000003,2000014,3001165,4002632
297,8025384,8037763,,1000003,2000014,3001165,4002632
298,8026030,8038409,,1000003,2000014,3001165,4002632
299,8027030,8039409,,1000003,2000014,3001165,4001256
300,8027706,8040085,,1000003,2000014,3001165,4001256
301,8029487,8041866,,1000003,2000014,3001165,4002632
302,8029488,8041867,,1000003,2000014,3001165,4001256
303,8030697,8043076,,1000003,2000014,3001165,4001256
304,8031440,8043818,,1000003,2000014,3001165,4003656
305,8032157,8044535,,1000003,2000014,3001165,4001256
306,8063677,8063678,,1000003,2000014,3001165,4002632
307,8063679,8063680,,1000003,2000014,3001165,4002632
308,8063681,8063682,,1000003,2000014,3001165,4002632
309,8063683,8063684,,1000003,2000014,3001165,4002632
310,8063685,8063686,,1000003,2000014,3001165,4002632
311,8063687,8063688,,1000003,2000014,3001165,4002632
312,8063689,8063690,,1000003,2000014,3001165,4002632
313,8074408,8074409,,1000003,2000014,3001165,4001256
314,8074410,8074411,,1000003,2000014,3001165,4001256
315,8074412,8074413,,1000003,2000014,3001165,4001256
316,8074414,8074415,,1000003,2000014,3001165,4001256
317,8074416,8074417,,1000003,2000014,3001165,4001256
318,8074418,8074419,,1000003,2000014,3001165,4001256
319,8074420,8074421,,1000003,2000014,3001165,4001256
320,8074422,8074423,,1000003,2000014,3001165,4001256
321,8074424,8074425,,1000003,2000014,3001165,4001256
322,8074426,8074427,,1000003,2000014,3001165,4001256
323,8074428,8074429,,1000003,2000014,3001165,4001256
324,8074430,8074431,,1000003,2000014,3001165,4001256
325,8074432,8074433,,1000003,2000014,3001165,4001256
326,8074434,8074435,,1000003,2000014,3001165,4001256
327,8086165,8086166,,1000003,2000014,3001165,4001256
328,8086167,8086168,,1000003,2000014,3001165,4001256
329,8086169,8086170,,1000003,2000014,3001165,4001256
330,8086171,8086172,,1000003,2000014,3001165,4001256
331,8089359,8089360,,1000003,2000014,3001165,4000638
332,8095014,8095015,,1000003,2000014,3001165,4001256
333,8095766,8095767,,1000003,2000014,3001165,4002632
334,8100297,8100298,,1000003,2000014,3001165,4002632
335,8102854,8102855,,1000003,2000014,3001165,4001256
336,8046695,8103599,,1000003,2000014,3001165,4005244
337,8001473,8091673,,1000003,2000141,3002534,4000130
338,8084464,8093407,,1000003,2000141,3002534,4000130
339,8084466,8093408,,1000003,2000141,3002534,4000130
340,8028450,8040829,,1000000,2001119,3001166,4001257
341,8051124,8091689,,1000001,2000073,3002535,4007207
342,8051125,8091690,,1000001,2000073,3002535,4007207
343,8093109,8093111,,1000001,2000073,3002535,4007793
344,8093113,8093115,,1000001,2000073,3002535,4007793
345,8093117,8093119,,1000001,2000073,3002535,4007793
346,8093121,8093123,,1000001,2000073,3002535,4007793
347,8093127,8093126,,1000001,2000073,3002535,4007794
348,8026006,8038385,,1000000,2000080,3001167,4002388
349,8027670,8040049,,1000000,2000080,3001167,4002388
350,8045732,8091696,,1000000,2001476,3002536,4004646
351,8022918,8035298,,1000001,2000740,3001168,4002389
352,8025254,8037633,,1000001,2000740,3001168,4002405
353,8028695,8041074,,1000001,2000740,3001168,4002389
354,8028698,8041077,,1000001,2000740,3001168,4002394
355,8028699,8041078,,1000001,2000740,3001168,4002394
356,8028705,8041084,,1000001,2000740,3001168,4002394
357,8028712,8041091,,1000001,2000740,3001168,4002394
358,8028713,8041092,,1000001,2000740,3001168,4002394
359,8028716,8041095,,1000001,2000740,3001168,4002405
360,8029927,8042306,,1000001,2000740,3001168,4002389
361,8101059,8101060,,1000001,2000740,3001168,4002389
362,8101093,8101094,,1000001,2000740,3001168,4002389
363,8101095,8101096,,1000001,2000740,3001168,4002389
364,8045733,8091699,,1000000,2001019,3002537,4004647
365,8045734,8091700,,1000000,2001019,3002537,4004647
366,8030169,8042548,,1000001,2000741,3001169,4002390
367,8030170,8042549,,1000001,2000741,3001169,4002390
368,8026620,8038999,,1000000,2001135,3001170,4001258
369,8102041,8102042,,1000000,2001135,3001170,4001258
370,8051166,8091709,,1000004,2000112,3002538,4007227
371,8051167,8091712,,1000004,2000112,3002538,4007227
372,8051169,8091715,,1000004,2000112,3002538,4007227
373,8051171,8091718,,1000004,2000112,3002538,4007227
374,8051172,8091721,,1000004,2000112,3002538,4007227
375,8051173,8091724,,1000004,2000112,3002538,4007227
376,8051175,8091726,,1000004,2000112,3002538,4007227
377,8051176,8091729,,1000004,2000112,3002538,4007227
378,8092566,8092568,,1000004,2000112,3002538,4007227
379,8028961,8041340,,1000000,2001119,3001171,4001259
380,8045736,8091738,,1000003,2001478,3002540,4004649
381,8046312,8091739,,1000003,2001478,3002540,4005013
382,8046311,8091742,,1000003,2001478,3002540,4005013
383,8046313,8091745,,1000003,2001478,3002540,4005013
384,8046314,8091748,,1000003,2001478,3002540,4005013
385,8091753,8091754,,1000003,2001478,3002540,4007758
386,8091761,8091762,,1000003,2001478,3002540,4007758
387,8091772,8091773,,1000003,2001478,3002540,4007758
388,8091731,8091732,,1000003,2000119,3002539,4007757
389,8091733,8091734,,1000003,2000119,3002539,4007757
390,8091735,8091736,,1000003,2000119,3002539,4007757
391,8047245,8091737,,1000003,2000119,3002539,4007757
392,8030948,8043327,,1000000,2000117,3001172,4002372
393,8031131,8043509,,1000000,2000117,3001172,4002372
394,8045737,8091777,,1000001,2001479,3002541,4004650
395,8046336,8091778,,1000001,2001479,3002541,4005027
396,8046337,8091779,,1000001,2001479,3002541,4005027
397,8045780,8091780,,1000001,2001479,3002541,4004682
398,8045781,8091781,,1000001,2001479,3002541,4004682
399,8045782,8091782,,1000001,2001479,3002541,4004682
400,8045783,8091783,,1000001,2001479,3002541,4004682
401,8095544,8095545,,1000001,2001479,3002541,4005027
402,8024028,8036407,,1000000,2000464,3001173,4002392
403,8026146,8038525,,1000000,2000464,3001173,4002392
404,8045738,8091784,,1000000,2000036,3002542,4004651
405,8021762,8034142,,1000000,2000742,3001174,4001521
406,8022588,8034968,,1000000,2000742,3001174,4001521
407,8022630,8035010,,1000000,2000742,3001174,4001521
408,8024351,8036730,,1000000,2000742,3001174,4001521
409,8025099,8037478,,1000000,2000742,3001174,4000721
410,8029256,8041635,,1000000,2000742,3001174,4000721
411,8029664,8042043,,1000000,2000742,3001174,4003078
412,8030707,8043086,,1000000,2000742,3001174,4003078
413,8031090,8043468,,1000000,2000742,3001174,4003078
414,8031367,8043745,,1000000,2000742,3001174,4001515
415,8062834,8062835,,1000000,2000742,3001174,4000721
416,8062836,8062837,,1000000,2000742,3001174,4000721
417,8081116,8081117,,1000000,2000742,3001174,4003078
418,8089080,8089081,,1000000,2000742,3001174,4003078
419,8045743,8091788,,1000003,2001480,3002543,4004655
420,8019912,8032292,,1000003,2000014,3001175,4001261
421,8020769,8033149,,1000003,2000014,3001175,4001261
422,8020806,8033186,,1000003,2000014,3001175,4001261
423,8021479,8033859,,1000003,2000014,3001175,4001261
424,8022886,8035266,,1000003,2000014,3001175,4001261
425,8022889,8035269,,1000003,2000014,3001175,4001261
426,8022897,8035277,,1000003,2000014,3001175,4001261
427,8022921,8035301,,1000003,2000014,3001175,4001261
428,8022926,8035306,,1000003,2000014,3001175,4001261
429,8023837,8036217,,1000003,2000014,3001175,4001261
430,8025125,8037504,,1000003,2000014,3001175,4001261
431,8025361,8037740,,1000003,2000014,3001175,4001261
432,8026583,8038962,,1000003,2000014,3001175,4001261
433,8027611,8039990,,1000003,2000014,3001175,4001261
434,8027645,8040024,,1000003,2000014,3001175,4001261
435,8029931,8042310,,1000003,2000014,3001175,4001261
436,8030070,8042449,,1000003,2000014,3001175,4001261
437,8030462,8042841,,1000003,2000014,3001175,4001261
438,8030942,8043321,,1000003,2000014,3001175,4001261
439,8031557,8043935,,1000003,2000014,3001175,4001261
440,8061516,8061517,,1000003,2000014,3001175,4001261
441,8061520,8061521,,1000003,2000014,3001175,4001261
442,8061522,8061523,,1000003,2000014,3001175,4001261
443,8061524,8061525,,1000003,2000014,3001175,4001261
444,8061526,8061527,,1000003,2000014,3001175,4001261
445,8061528,8061529,,1000003,2000014,3001175,4001261
446,8061530,8061531,,1000003,2000014,3001175,4001261
447,8061532,8061533,,1000003,2000014,3001175,4001261
448,8061534,8061535,,1000003,2000014,3001175,4001261
449,8061538,8061539,,1000003,2000014,3001175,4001261
450,8061540,8061541,,1000003,2000014,3001175,4001261
451,8061542,8061543,,1000003,2000014,3001175,4001261
452,8061544,8061545,,1000003,2000014,3001175,4001261
453,8061546,8061547,,1000003,2000014,3001175,4001261
454,8061548,8061549,,1000003,2000014,3001175,4001261
455,8061550,8061551,,1000003,2000014,3001175,4001261
456,8061552,8061553,,1000003,2000014,3001175,4001261
457,8061556,8061557,,1000003,2000014,3001175,4001261
458,8061558,8061559,,1000003,2000014,3001175,4001261
459,8061560,8061561,,1000003,2000014,3001175,4001261
460,8061562,8061563,,1000003,2000014,3001175,4001261
461,8061564,8061565,,1000003,2000014,3001175,4001261
462,8061566,8061567,,1000003,2000014,3001175,4001261
463,8061568,8061569,,1000003,2000014,3001175,4001261
464,8061570,8061571,,1000003,2000014,3001175,4001261
465,8093483,8093484,,1000003,2000014,3001175,4001261
466,8094718,8094719,,1000003,2000014,3001175,4001261
467,8094750,8094751,,1000003,2000014,3001175,4001261
468,8094782,8094783,,1000003,2000014,3001175,4001261
469,8097471,8097472,,1000003,2000014,3001175,4001261
470,8100885,8100886,,1000003,2000014,3001175,4001261
471,8106059,8106060,,1000003,2000014,3001175,4001261
472,8045744,8091789,,1000001,2000425,3002544,4004656
473,8091793,8091794,,1000001,2000425,3002544,4004656
474,8020955,8033335,,1000003,2000743,3001176,4003643
475,8030786,8043165,,1000003,2000743,3001176,4003643
476,8030814,8043193,,1000003,2000743,3001176,4003643
477,8045747,8091805,,1000003,2001481,3002545,4004658
478,8027460,8039839,,1000000,2000080,3001177,4002393
479,8088655,8091822,,1000000,2000085,3002546,4006026
480,8048248,8091827,,1000000,2000085,3002546,4006026
481,8048249,8091832,,1000000,2000085,3002546,4006026
482,8048246,8091842,,1000000,2000085,3002546,4006026
483,8048247,8091849,,1000000,2000085,3002546,4006026
484,8091854,8091855,,1000000,2000085,3002546,4006026
485,8021715,8034095,,1000000,2000030,3001178,4001263
486,8022434,8034814,,1000000,2000030,3001178,4001263
487,8058957,8058958,,1000000,2000030,3001178,4001263
488,8045753,8091920,,1000000,2001135,3002547,4004661
489,8045754,8091928,,1000000,2001135,3002547,4004661
490,8029616,8041995,,1000000,2000744,3001180,4000728
491,8020012,8032392,,1000000,2000000,3001179,4000720
492,8022183,8034563,,1000000,2000000,3001179,4000720
493,8022193,8034573,,1000000,2000000,3001179,4000729
494,8022230,8034610,,1000000,2000000,3001179,4000720
495,8022531,8034911,,1000000,2000000,3001179,4000729
496,8024260,8036639,,1000000,2000000,3001179,4000729
497,8024262,8036641,,1000000,2000000,3001179,4000720
498,8024266,8036645,,1000000,2000000,3001179,4000726
499,8025848,8038227,,1000000,2000000,3001179,4000729
500,8026875,8039254,,1000000,2000000,3001179,4000729
501,8028462,8040841,,1000000,2000000,3001179,4000729
502,8028642,8041021,,1000000,2000000,3001179,4000720
503,8029047,8041426,,1000000,2000000,3001179,4000726
504,8075566,8075567,,1000000,2000000,3001179,4000729
505,8075568,8075569,,1000000,2000000,3001179,4000729
506,8075570,8075571,,1000000,2000000,3001179,4000729
507,8075572,8075573,,1000000,2000000,3001179,4000729
508,8075574,8075575,,1000000,2000000,3001179,4000729
509,8075576,8075577,,1000000,2000000,3001179,4000729
510,8075578,8075579,,1000000,2000000,3001179,4000729
511,8075580,8075581,,1000000,2000000,3001179,4000729
512,8075582,8075583,,1000000,2000000,3001179,4000729
513,8075584,8075585,,1000000,2000000,3001179,4000729
514,8075586,8075587,,1000000,2000000,3001179,4000729
515,8075588,8075589,,1000000,2000000,3001179,4000729
